Date,USDAUD,USDCAD,USDCHF,USDEUR,USDGBP,USDJPY,USDNZD,USDSEK,USDSGD
4/21/2021,0.7754,0.800192,1.0905129999999998,1.2035,1.3931,0.009252,0.7213,0.118924,0.752445
4/22/2021,0.7707,0.799552,1.090156,1.2015,1.3839,0.009262000000000001,0.7172,0.1186,0.751993
4/23/2021,0.7739,0.801539,1.094092,1.2097,1.3876,0.00927,0.7199,0.119253,0.753636
4/26/2021,0.78,0.806582,1.093733,1.2086,1.3899,0.009252,0.7236,0.119327,0.754318
4/27/2021,0.7765,0.806517,1.094571,1.2091,1.3913,0.0092,0.7208,0.11939300000000001,0.754034
4/28/2021,0.7791,0.812084,1.0987799999999999,1.2126,1.3935,0.009208,0.7255,0.119906,0.754603
4/29/2021,0.7766,0.814133,1.100594,1.2121,1.3944,0.009179999999999999,0.7244,0.119473,0.75375
4/30/2021,0.7716,0.813868,1.09517,1.202,1.3822,0.009148,0.7162,0.11813599999999999,0.751428
5/3/2021,0.7763,0.814399,1.097815,1.2064,1.3911,0.009168,0.7201,0.118745,0.752106
5/4/2021,0.7707,0.8124140000000001,1.094451,1.2014,1.3887,0.009147,0.7145,0.11790199999999999,0.748167
5/5/2021,0.7747,0.815195,1.0952899999999999,1.2005,1.3905,0.009156999999999998,0.7216,0.11783800000000001,0.748783
5/6/2021,0.7782,0.8231129999999999,1.102171,1.2065,1.3889,0.009167,0.7234,0.11868499999999998,0.750019
5/7/2021,0.7844,0.824198,1.1101239999999999,1.2166,1.3984,0.009208,0.7278,0.12035599999999999,0.754831
5/10/2021,0.7829999999999999,0.82631,1.1097549999999998,1.2129,1.4118,0.00919,0.7277,0.119824,0.754318
5/11/2021,0.7842,0.82631,1.106562,1.2148,1.4142,0.009206,0.7275,0.120228,0.754432
5/12/2021,0.7725,0.824131,1.099747,1.2072,1.4054,0.009118000000000001,0.7158,0.118627,0.749738
5/13/2021,0.773,0.822233,1.103266,1.2081,1.4052,0.009134999999999999,0.7174,0.11901800000000001,0.7499060000000001
5/14/2021,0.7771,0.8261729999999999,1.109385,1.2141,1.4097,0.009145,0.725,0.120002,0.750582
5/17/2021,0.7764,0.8286379999999999,1.1070520000000001,1.2152,1.4134,0.009156999999999998,0.7204,0.120038,0.748727
5/18/2021,0.7792,0.828775,1.113834,1.2222,1.4189,0.009183,0.7248,0.120725,0.752106
5/19/2021,0.7728,0.824198,1.10595,1.2175,1.4115,0.009156000000000001,0.7170000000000001,0.119778,0.7494
5/20/2021,0.7776,0.829119,1.114454,1.2228,1.419,0.009193000000000002,0.72,0.12045399999999999,0.751202
5/21/2021,0.7732,0.828775,1.11371,1.2182,1.415,0.009178,0.7174,0.120155,0.7507510000000001
5/24/2021,0.7752,0.8302889999999999,1.114579,1.2216,1.4157,0.009195,0.721,0.12025599999999999,0.753069
5/25/2021,0.7751,0.8287059999999999,1.116695,1.225,1.4153,0.009193000000000002,0.7228,0.121074,0.754205
5/26/2021,0.7743,0.8248780000000001,1.113338,1.2192,1.4119,0.009162,0.7282,0.120276,0.755173
5/27/2021,0.7747,0.828775,1.115076,1.2195,1.4207,0.009106999999999999,0.7293,0.12089000000000001,0.755116
5/28/2021,0.7712,0.828089,1.111235,1.2192,1.4188,0.009103,0.725,0.120406,0.755972
5/31/2021,0.7734,0.8289120000000001,1.112471,1.2227,1.4212,0.009126,0.727,0.12051500000000001,0.756601
6/1/2021,0.7754,0.828432,1.114454,1.2213,1.415,0.009134,0.7257,0.12086600000000002,0.756201
6/2/2021,0.7754,0.83091,1.11371,1.2211,1.4171,0.009127,0.7239,0.120979,0.7561439999999999
6/3/2021,0.7658,0.825968,1.1068069999999999,1.2127,1.4106,0.009067,0.7146,0.11985799999999999,0.753182
6/4/2021,0.7739,0.827541,1.111852,1.2167,1.4157,0.009131,0.7214,0.12088099999999999,0.7550020000000001
6/7/2021,0.7754,0.827678,1.113958,1.219,1.4183,0.009153,0.723,0.121011,0.7558010000000001
6/8/2021,0.7742,0.8256959999999999,1.115076,1.2173,1.4157,0.009132,0.72,0.120925,0.755287
6/9/2021,0.7731,0.8256959999999999,1.1164450000000001,1.218,1.4118,0.009122,0.718,0.12105199999999999,0.755173
6/10/2021,0.7754,0.8267200000000001,1.1179430000000001,1.217,1.4177,0.009147,0.7202,0.121156,0.755287
6/11/2021,0.7708,0.8225040000000001,1.113214,1.2109,1.4107,0.009119,0.713,0.120202,0.7541479999999999
6/14/2021,0.7712,0.8234520000000001,1.111235,1.212,1.4112,0.009085,0.7144,0.120129,0.75392
6/15/2021,0.7687,0.820749,1.113586,1.2126,1.4083,0.009084,0.7121,0.120081,0.753182
6/16/2021,0.7609999999999999,0.814531,1.100473,1.1995,1.3988,0.009033,0.7051,0.11822,0.748167
6/17/2021,0.7552,0.809192,1.089918,1.1907,1.3922,0.009073999999999999,0.7005,0.11691900000000001,0.745045
6/18/2021,0.7479,0.802246,1.085069,1.1864,1.381,0.009073999999999999,0.6936,0.116124,0.7434390000000001
6/21/2021,0.7535,0.808865,1.0895620000000001,1.1919,1.3934,0.009068999999999999,0.6988,0.11723499999999999,0.744546
6/22/2021,0.7554,0.812612,1.089325,1.194,1.3949,0.009038,0.7025,0.117958,0.743826
6/23/2021,0.7575,0.812612,1.088732,1.1926,1.3964,0.009012000000000001,0.7047,0.117775,0.74355
6/24/2021,0.7583,0.811425,1.089443,1.1932,1.3922,0.00902,0.706,0.118072,0.7446020000000001
6/25/2021,0.759,0.813537,1.090156,1.1935,1.3879,0.009029,0.7073,0.117763,0.7449899999999999
6/28/2021,0.7567,0.81057,1.087548,1.1925,1.3883,0.009039,0.7034,0.11745799999999999,0.744491
6/29/2021,0.7512,0.806387,1.085776,1.1897,1.3836,0.009047,0.6992,0.117243,0.743329
6/30/2021,0.7498,0.806582,1.081081,1.1858,1.3831,0.009000000000000001,0.6983,0.11694700000000001,0.743273
7/1/2021,0.747,0.804052,1.080497,1.185,1.3767,0.008966,0.6974,0.11661099999999999,0.7414
7/2/2021,0.7526,0.811557,1.0858940000000001,1.1865,1.3824,0.009004999999999999,0.7026,0.117051,0.742556
7/5/2021,0.753,0.810241,1.084481,1.1864,1.3844,0.009011,0.7027,0.11689100000000001,0.743329
7/6/2021,0.7497,0.802504,1.082017,1.1824,1.38,0.009039,0.7011,0.116362,0.74206
7/7/2021,0.7487,0.801218,1.080497,1.179,1.3801,0.009037,0.7019,0.11596400000000001,0.7412350000000001
7/8/2021,0.7429,0.79783,1.092419,1.1845,1.3786,0.009114,0.6956,0.116318,0.739372
7/9/2021,0.7488,0.8034060000000001,1.0932549999999999,1.1876,1.3901,0.009079,0.7,0.11667000000000001,0.740138
7/12/2021,0.7476,0.8030189999999999,1.092777,1.1861,1.3883,0.009059999999999999,0.6981,0.116432,0.739645
7/13/2021,0.7447,0.7991689999999999,1.088969,1.1776,1.3814,0.009039,0.6948,0.11551099999999999,0.7378439999999999
7/14/2021,0.7481,0.799424,1.092538,1.1837,1.386,0.009093,0.7033,0.11605499999999999,0.7390439999999999
7/15/2021,0.7423,0.793966,1.0895620000000001,1.1812,1.3829,0.009105,0.6984,0.115408,0.738498
7/16/2021,0.7401,0.792833,1.087666,1.1806,1.3767,0.009085,0.6999,0.11518699999999998,0.736865
7/19/2021,0.7344,0.7843140000000001,1.089918,1.18,1.3675,0.009136,0.6944,0.115121,0.7334069999999999
7/20/2021,0.733,0.788519,1.0849520000000001,1.1781,1.3628,0.009103,0.6918,0.11492899999999999,0.732386
7/21/2021,0.7359,0.7964319999999999,1.089799,1.1794,1.3713,0.009067,0.6970000000000001,0.115079,0.7333529999999999
7/22/2021,0.7379,0.795988,1.088139,1.1771,1.3768,0.009079,0.6970000000000001,0.11519700000000001,0.735348
7/23/2021,0.7366,0.795925,1.087666,1.1771,1.3748,0.009046,0.6974,0.11508499999999999,0.734916
7/26/2021,0.7385,0.7967489999999999,1.091584,1.1803,1.3818,0.009059000000000001,0.7004,0.11586800000000001,0.736269
7/27/2021,0.7362,0.793525,1.093494,1.1817,1.3879,0.009109,0.6956,0.11585999999999999,0.735078
7/28/2021,0.7376,0.798212,1.0987799999999999,1.1845,1.3902,0.009098,0.6949,0.116291,0.737137
7/29/2021,0.7396,0.803342,1.103509,1.1887,1.3959,0.009134,0.701,0.11686099999999999,0.7390439999999999
7/30/2021,0.7344,0.801603,1.103875,1.187,1.3904,0.009114,0.6974,0.11639400000000001,0.738334
8/2/2021,0.7361,0.799361,1.104362,1.187,1.3883,0.009148,0.6970000000000001,0.116298,0.7390979999999999
8/3/2021,0.7396,0.797512,1.106562,1.1864,1.3916,0.009170999999999999,0.7017,0.11628,0.740028
8/4/2021,0.7379,0.7974479999999999,1.1027790000000002,1.1837,1.3889,0.009134,0.7048,0.116129,0.740192
8/5/2021,0.7405,0.799616,1.102536,1.1834,1.3931,0.00911,0.7057,0.116094,0.740192
8/6/2021,0.7356,0.796559,1.093135,1.1762,1.3872,0.00907,0.701,0.11538699999999999,0.738116
8/9/2021,0.7333,0.7951020000000001,1.086838,1.1737,1.3847,0.009067,0.6993,0.114797,0.73692
8/10/2021,0.735,0.798722,1.0842459999999998,1.172,1.3843,0.009044,0.701,0.11471300000000001,0.7356189999999999
8/11/2021,0.7374,0.799744,1.084716,1.1739,1.3868,0.009056,0.7042,0.115149,0.737246
8/12/2021,0.7335,0.798339,1.083072,1.173,1.3808,0.009056999999999999,0.7002,0.11506400000000001,0.7364850000000001
8/13/2021,0.737,0.799041,1.09218,1.1797,1.3866,0.009125,0.7042,0.11570699999999999,0.738007
8/16/2021,0.7338,0.795292,1.096371,1.1778,1.3849,0.009154,0.7019,0.115568,0.737572
8/17/2021,0.7253,0.791828,1.094092,1.171,1.3741,0.009124,0.6919,0.11418900000000001,0.733999
8/18/2021,0.7232,0.790014,1.0905129999999998,1.1711,1.3756,0.00911,0.6887,0.11454600000000001,0.734916
8/19/2021,0.7147,0.7795449999999999,1.088258,1.1675,1.3639,0.009112,0.6839,0.113602,0.732762
8/20/2021,0.7132,0.7799699999999999,1.090394,1.1698,1.3623,0.009109,0.6835,0.113614,0.734053
8/23/2021,0.7209,0.7902640000000001,1.096011,1.1745,1.3719,0.009115999999999999,0.6892,0.114753,0.7373
8/24/2021,0.7258,0.7943439999999999,1.0957700000000001,1.1756,1.3729,0.00912,0.6952,0.11503499999999998,0.7383890000000001
8/25/2021,0.7276,0.794218,1.094092,1.1772,1.3763,0.009089,0.6974,0.115168,0.739208
8/26/2021,0.7237,0.788208,1.0895620000000001,1.1752,1.37,0.009082999999999999,0.6948,0.11483800000000001,0.738716
8/27/2021,0.7312,0.792393,1.097333,1.1795,1.3764,0.009104000000000001,0.7011,0.11573299999999999,0.742942
8/30/2021,0.7296,0.793273,1.090631,1.1797,1.376,0.009098,0.6999,0.115923,0.743163
8/31/2021,0.7316,0.792644,1.092777,1.1809,1.3755,0.009089,0.7045,0.11595799999999999,0.74355
9/1/2021,0.7366,0.792393,1.092657,1.1839,1.3769999999999998,0.00909,0.7070000000000001,0.11610899999999999,0.7437159999999999
9/2/2021,0.74,0.796622,1.093733,1.1875,1.3833,0.009096,0.7111,0.11668099999999999,0.744934
9/3/2021,0.746,0.798467,1.094811,1.188,1.3871,0.009115,0.7158,0.117048,0.7456010000000001
9/6/2021,0.7439,0.79783,1.092777,1.187,1.3837,0.009101999999999999,0.7136,0.11675799999999999,0.7448229999999999
9/7/2021,0.7386,0.790701,1.0873110000000001,1.1840000000000002,1.3786,0.009068000000000001,0.7099,0.11635799999999999,0.742887
9/8/2021,0.7365,0.78796,1.0849520000000001,1.1816,1.3771,0.00907,0.7099,0.11586500000000001,0.743108
9/9/2021,0.7368,0.78964,1.0905129999999998,1.1825,1.3837,0.009114,0.7105,0.116156,0.744713
9/10/2021,0.7356,0.787898,1.089799,1.1814,1.3839,0.009096,0.7113,0.11583900000000001,0.745434
9/13/2021,0.7369,0.790639,1.0849520000000001,1.1811,1.3838,0.009092,0.7119,0.116226,0.744934
9/14/2021,0.732,0.787774,1.086484,1.1803,1.381,0.009117,0.7098,0.11617000000000001,0.744158
9/15/2021,0.7333,0.791766,1.087193,1.1817,1.3840000000000001,0.009142,0.7106,0.116541,0.745768
9/16/2021,0.7292,0.788457,1.077935,1.1767,1.3795,0.009113,0.7075,0.11598599999999999,0.74355
9/17/2021,0.7265,0.783453,1.072616,1.1725,1.3741,0.009097,0.7040000000000001,0.115166,0.7415649999999999
9/20/2021,0.7252,0.77991,1.078051,1.1726,1.3657,0.009137000000000001,0.7027,0.115264,0.739809
9/21/2021,0.7231,0.780031,1.0827200000000001,1.1726,1.3659,0.009155,0.7005,0.115047,0.739262
9/22/2021,0.7247,0.782963,1.080264,1.1687,1.3622,0.009109,0.7009,0.114943,0.73888
9/23/2021,0.7295,0.7902020000000001,1.082134,1.1739,1.3719999999999999,0.009064000000000001,0.7069,0.11585999999999999,0.74151
9/24/2021,0.7262,0.790389,1.081315,1.172,1.3679,0.009031,0.7015,0.11560999999999999,0.738716
9/27/2021,0.7286,0.791891,1.080147,1.1695,1.3698,0.009009,0.7017,0.114854,0.73888
9/28/2021,0.7236,0.788208,1.075847,1.1683,1.3537,0.008969,0.6957,0.11449100000000001,0.7363770000000001
9/29/2021,0.7176,0.783883,1.0703200000000002,1.1598,1.3427,0.008931999999999999,0.6869,0.113528,0.734754
9/30/2021,0.7227,0.788644,1.073307,1.158,1.3474,0.008986,0.6899,0.114129,0.73654
10/1/2021,0.7258,0.790639,1.073998,1.1596,1.3546,0.009004999999999999,0.6948,0.114326,0.736865
10/4/2021,0.7281,0.7943439999999999,1.080964,1.1621,1.361,0.009015,0.6969,0.114576,0.736974
10/5/2021,0.7292,0.794723,1.0775860000000002,1.1598,1.3629,0.008971999999999999,0.6963,0.11439300000000001,0.73692
10/6/2021,0.7272,0.794281,1.078283,1.1556,1.3582,0.008976000000000001,0.6914,0.113604,0.735835
10/7/2021,0.7312,0.7967489999999999,1.077122,1.1552,1.3619,0.008958,0.6925,0.113793,0.736052
10/8/2021,0.7309,0.801796,1.078167,1.1569,1.3615,0.008909,0.6939,0.114397,0.73828
10/11/2021,0.7351,0.801089,1.077935,1.1552,1.3595,0.008825,0.6940000000000001,0.114015,0.738007
10/12/2021,0.735,0.802053,1.074345,1.153,1.3588,0.008801999999999999,0.6931,0.11378599999999998,0.736811
10/13/2021,0.7379,0.803665,1.082017,1.1594,1.3659,0.00883,0.6964,0.11507,0.739809
10/14/2021,0.7416,0.808407,1.0829540000000002,1.1597,1.3673,0.008797,0.7036,0.115808,0.7414
10/15/2021,0.7421,0.808538,1.083541,1.1601,1.3751,0.008754999999999999,0.7067,0.11605,0.741675
10/18/2021,0.7411,0.80782,1.082368,1.161,1.3726,0.008747,0.7086,0.11551199999999999,0.741125
10/19/2021,0.7474,0.808865,1.083424,1.1633,1.3797,0.008743,0.7154,0.11598,0.743494
10/20/2021,0.7516,0.8116220000000001,1.088258,1.1651,1.3824,0.008748,0.7202,0.11642000000000001,0.744269
10/21/2021,0.7467,0.808538,1.0890870000000001,1.1623,1.3793,0.008773,0.7156,0.11623599999999999,0.74217
10/22/2021,0.7466,0.808669,1.091941,1.1643,1.3755,0.008811,0.7157,0.116621,0.74173
10/25/2021,0.7491,0.807624,1.087075,1.1608,1.3767,0.008794,0.7162,0.11616800000000001,0.74239
10/26/2021,0.7501,0.807103,1.086838,1.1596,1.3767,0.008759999999999999,0.7163,0.11608199999999999,0.74195
10/27/2021,0.7517,0.809127,1.0890870000000001,1.1603,1.3745,0.008785,0.7168,0.11648199999999999,0.74162
10/28/2021,0.7544,0.809979,1.096732,1.1681,1.379,0.008804000000000001,0.7201,0.117414,0.7437159999999999
10/29/2021,0.7518,0.807233,1.091584,1.1558,1.3682,0.008776,0.7171,0.11638499999999999,0.7414
11/1/2021,0.7526,0.808473,1.0999889999999999,1.1606,1.3665,0.008772,0.7185,0.117376,0.7415649999999999
11/2/2021,0.7429,0.805737,1.093374,1.1579,1.3612,0.008775,0.7111,0.116622,0.7412350000000001
11/3/2021,0.7448,0.807037,1.096732,1.1612,1.3687,0.008771,0.716,0.117119,0.74195
11/4/2021,0.7403,0.802633,1.09589,1.1555,1.3501,0.008794,0.7108,0.116356,0.740247
